No;Classes;Text
128;GOOD;"General Motors (NYSE:GM) reported better-than-expected Q1 adjusted EPS and raised its adjusted FY EPS forecast, driving its shares up 2% in premarket trading.

The automaker reported Q1 adjusted EPS of $2.09, compared to the consensus estimates of $2.25 in the year-ago period and above analyst expectations of $1.68.

Net sales and revenue totaled $35.98 billion, missing the consensus estimates of $37.31 billion.

Cruise net sales and revenue came in at $26 million, in line with the expected $26.1 million. Automotive net sales and revenue came in at $32.82 billion, below the estimated $34.15 billion.

GM said it sold 831,000 units in the quarter.

Moving forward, the carmaker expects FY 2022 net income to be in the range of $9.6 billion to $11.2 billion and reaffirmed its full-year outlook for adjusted EBIT of $13 billion to $15 billion."
129;GOOD;"Kraft Heinz (NASDAQ:KHC) Co on Wednesday raised its forecast for annual organic sales growth after beating quarterly estimates, benefiting from higher product prices and sustained demand for its packaged meals and condiments.

Packaged food makers including Kraft Heinz and Campbell Soup (NYSE:CPB) Co are still seeing strong demand for their quick-fix meals, sauces and cooking essentials that boomed in popularity during lockdowns.

Kraft Heinz forecast mid-single-digit percentage organic revenue growth for the year, compared with its prior outlook for a low-single-digit percentage increase. But it stopped short of raising its core earnings forecast for 2022."
130;BAD;"The main Wall Street indices closed sharply lower Tuesday, with the tech-heavy Nasdaq Composite leading the way, dropping almost 4% to a fresh 52-week low. The blue-chip Dow Jones Industrial Average dropped over 800 points, or 2.4%, and the broad-based S&P 500 fell 2.8%.

The Nasdaq is over 12% lower so far this month, while the S&P 500 has dropped almost 8% and the Dow over 4%.

Global growth fears are behind the weakness, with a prolonged outbreak of Covid-19 cases in China sparking concerns that the second largest economy in the world could suffer from a severe slowdown. 

Additionally, the Federal Reserve is expected this year to aggressively raise interest rates, from the current 0.5%, to combat persistent and red-hot inflation, prompting concerns that these moves could cause the U.S. economy to contract."
131;BAD;"Mercedes-Benz expects strong demand for high-end cars to allow it to offset rising raw material and transport costs with higher prices, forecasting a pick-up in deliveries once chip shortages ease.

While the German automaker's high pricing strategy is in part based on its luxury products being scarce, it could have sold more vehicles in the first quarter without pushing prices down if it weren't for the lack of chips, Chief Financial Officer Harald Wilhelm said on Wednesday. The premium carmaker saw a rise in earnings before interest and taxes (EBIT) to 5.2 billion euros ($5.54 billion) in the quarter, with a 16.4% margin in the Cars division and 12.6% for Mercedes-Benz Vans."
132;NEUTRAL;"Tata Group-owned Air India has proposed to buy the entire equity share capital of low cost carrier AirAsia India, in which Tata has a majority stake, to merge into a single airline, according to an application with India's competition commission.

The autos-to-steel conglomerate bought state-run carrier Air India in a $2.4 billion equity-and-debt deal, regaining ownership of what used to be India's flagship carrier after nearly 70 years.

Tata Sons has an 83.67% stake in AirAsia India.

""This was on expected lines as it makes no sense for the Tata Group to own stakes in separate airlines,"" said Vinamra Longani, head of operations at Sarin & Co, a law firm specialising in aircraft leasing and finance.

""The Tata Group has embarked on what will go down in history as possibly one of the most challenging airline realignment or turnarounds.""

While Air India has lucrative landing slots, Tata faces an uphill task to upgrade the airline's aging fleet and turn around its financials and service levels.

""The proposed combination will not lead to any change in the competitive landscape or cause any appreciable adverse effect on competition in India,"" according to the application https://www.cci.gov.in/sites/default/files/notice_order_summary_doc/C-2022-04-922.pdf with the Competition Commission of India (CCI)."
133;GOOD;"South Korean chipmaker SK Hynix Inc said it expects solid demand for server chips to offset weaker growth from personal computers and mobile phones, after its first-quarter profit more than doubled from a year ago.

The world's second-biggest memory chipmaker on Wednesday posted a 116% jump in Q1 earnings, supported by solid demand from server clients, although it slightly missed market expectations due mainly to one-off quality control costs."
134;GOOD;Operating profit rose to 2.9 trillion won ($2.3 billion) in the January-March quarter, its highest first-quarter profit since 2018. This was up from 1.3 trillion won a year earlier but below analysts' expected profit of 3.1 trillion won, according to Refinitiv SmartEstimate. SK Hynix said it had conservatively booked 380 billion won ($301 million) as a one-off cost to compensate customers of DRAM chips made in mid-2020 which were found to have quality issues when used intensely for over a year.
135;GOOD;"Toyota Motor (NYSE:TM) Corp on Wednesday posted record high global production in March, as overseas production made up for a drop off at home, highlighting the impact of factory stoppages and weaker consumer demand in Japan.

Japan's largest automaker produced 866,775 vehicles worldwide in March it said, marking a 2.8% increase from the same month last year and a monthly record."
136;BAD;"Tesla (NASDAQ:TSLA) Inc lost $126 billion in value on Tuesday amid investor concerns that Chief Executive Elon Musk may have to sell shares to fund his $21 billion equity contribution to his $44 billion buyout of Twitter Inc (NYSE:TWTR).

Tesla is not involved in the Twitter deal, yet its shares have been targeted by speculators after Musk declined to disclose publicly where his cash for the acquisition is coming from. The 12.2% drop in Tesla's shares on Tuesday equated to a $21 billion drop in the value of his Tesla stake, the same as the $21 billion in cash he committed to the Twitter deal. Twitter's shares also slid on Tuesday, falling 3.9% to close at $49.68 even though Musk agreed to buy it on Monday for $54.20 per share in cash. The widening spread reflects investor concern that the precipitous decline in Tesla's shares, from which Musk derives the majority of his $239 billion fortune, could lead the world's richest person to have second thoughts about the Twitter deal."
137;BAD;"(Reuters) -Elon Musk will have to pay Twitter Inc (NYSE:TWTR) a fee of $1 billion if the billionaire terminates his $44 billion cash deal for the social media company, it said in a filing on Tuesday.

One of the conditions for Musk's payment is if the deal falls through because the equity, debt and or margin loan financing needed is not funded, the filing said.

Twitter said on Monday that Musk had secured $25.5 billion of debt and margin loan financing and is providing a $21 billion equity commitment."
